เขต,ชื่อชุมชน,ชื่อ-นามสกุล,บทบาท,เบอร์โทร,โควต้าชาวบ้าน
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-21,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ประธาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-22,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ประธาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-23,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ประธาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
1,ชุมชนเขต1-24,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ประธาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-01,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ประธาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-02,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ประธาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-03,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ประธาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-04,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ประธาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-05,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ประธาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-06,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ประธาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-07,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ประธาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-08,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ประธาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-09,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ประธาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-10,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ประธาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-11,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ประธาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-12,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ประธาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-13,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ประธาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-14,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ประธาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-15,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ประธาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-16,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ประธาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-17,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ประธาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-18,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ประธาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-19,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ประธาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-20,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ประธาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-21,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ประธาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-22,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ประธาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-23,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ประธาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-24,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ประธาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-25,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ประธาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-26,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ประธาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
2,ชุมชนเขต2-27,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ประธาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
3,ชุมชนเขต3-01,,ทีมงาน,,50
